scope,window,industry,members,median_pct,mean_pct
liquid,1w,Computer Processing Hardware,11,9.07,7.87
liquid,1w,Semiconductors,31,7.53,9.68
liquid,1w,Industrial Machinery,8,7.32,8.94
liquid,1w,Information Technology Services,15,5.29,7.62
liquid,1w,Electrical Products,16,4.54,1.22
liquid,1w,Department Stores,3,3.84,5.34
liquid,1w,Investment Banks/Brokers,6,3.38,3.12
liquid,1w,Electronic Production Equipment,8,3.12,7.45
liquid,1w,Aerospace & Defense,16,2.96,3.96
liquid,1w,Telecommunications Equipment,3,1.86,2.03
liquid,1w,Apparel/Footwear Retail,5,1.43,3.63
liquid,1w,Packaged Software,72,1.15,2.43
liquid,1w,Medical Specialties,16,0.6,5.87
liquid,1w,Electronic Equipment/Instruments,5,0.18,2.44
liquid,1w,Restaurants,9,-0.05,-0.08
liquid,1w,Medical/Nursing Services,6,-0.14,-5.62
liquid,1w,Pharmaceuticals: Major,34,-0.17,0.02
liquid,1w,Precious Metals,8,-1.04,-0.3
liquid,1w,Miscellaneous Commercial Services,11,-1.11,24.65
liquid,1w,Engineering & Construction,9,-1.24,-0.66
liquid,1w,Internet Software/Services,13,-2.03,-1.61
liquid,1w,Other Metals/Minerals,12,-2.39,-8.56
liquid,1w,Oil Refining/Marketing,8,-3.99,-3.64
liquid,1w,Real Estate Development,3,-4.27,-5.54
liquid,1w,Specialty Stores,10,-4.85,-4.4
liquid,1w,Air Freight/Couriers,3,-4.96,-0.6
liquid,1w,Oilfield Services/Equipment,5,-6.6,-5.94
liquid,1w,Investment Managers,5,-7.07,46.63
liquid,1w,Finance/Rental/Leasing,7,-8.23,-9.97
liquid,1w,Other Consumer Services,4,-10.66,-12.26
liquid,1w,Integrated Oil,3,-11.07,-10.13
liquid,3m,Financial Conglomerates,4,83.26,72.93
liquid,3m,Oil Refining/Marketing,8,62.42,66.04
liquid,3m,Packaged Software,72,25.93,27.0
liquid,3m,Information Technology Services,15,18.75,20.45
liquid,3m,Computer Peripherals,7,16.83,14.9
liquid,3m,Precious Metals,8,14.44,15.24
liquid,3m,Investment Managers,5,11.63,9.79
liquid,3m,Medical Specialties,16,9.14,12.27
liquid,3m,Medical/Nursing Services,6,8.7,0.57
liquid,3m,Pharmaceuticals: Major,34,2.7,0.73
liquid,3m,Investment Banks/Brokers,6,1.11,5.28
liquid,3m,Miscellaneous Commercial Services,11,-2.7,77.39
liquid,3m,Internet Software/Services,13,-3.77,7.37
liquid,3m,Telecommunications Equipment,3,-6.74,-5.18
liquid,3m,Integrated Oil,3,-9.03,-9.61
liquid,3m,Air Freight/Couriers,3,-9.22,-15.13
liquid,3m,Department Stores,3,-10.6,-3.56
liquid,3m,Specialty Stores,10,-10.63,-9.66
liquid,3m,Other Metals/Minerals,12,-13.46,-14.8
liquid,3m,Data Processing Services,15,-14.69,-19.72
liquid,3m,Aerospace & Defense,16,-16.06,-9.97
liquid,3m,Finance/Rental/Leasing,7,-17.46,-21.36
liquid,3m,Other Consumer Services,4,-18.32,-18.79
liquid,3m,Semiconductors,31,-18.58,-17.14
liquid,3m,Apparel/Footwear Retail,5,-19.09,-5.43
liquid,3m,Computer Processing Hardware,11,-19.93,-10.05
liquid,3m,Restaurants,9,-20.36,-18.48
liquid,3m,Electronic Production Equipment,8,-21.78,-20.26
liquid,3m,Electronic Equipment/Instruments,5,-21.91,-22.24
liquid,3m,Electronic Components,5,-26.41,-23.38
liquid,3m,Industrial Machinery,8,-27.43,-24.17
liquid,3m,Oilfield Services/Equipment,5,-27.59,-25.37
liquid,3m,Electrical Products,16,-31.72,-30.34
liquid,3m,Engineering & Construction,9,-34.17,-34.42
liquid,3m,Real Estate Development,3,-40.14,-32.84
liquid,6m,Computer Peripherals,7,144.07,185.88
liquid,6m,Financial Conglomerates,4,116.87,113.65
liquid,6m,Electronic Production Equipment,8,73.43,67.23
liquid,6m,Information Technology Services,15,66.72,57.54
liquid,6m,Oil Refining/Marketing,8,53.24,52.49
liquid,6m,Packaged Software,72,51.69,58.83
liquid,6m,Data Processing Services,15,46.37,50.23
liquid,6m,Electronic Equipment/Instruments,5,39.29,36.1
liquid,6m,Medical/Nursing Services,6,38.67,35.33
liquid,6m,Semiconductors,31,36.44,75.76
liquid,6m,Medical Specialties,16,35.82,31.91
liquid,6m,Computer Processing Hardware,11,32.98,40.75
liquid,6m,Electronic Components,5,31.93,30.52
liquid,6m,Miscellaneous Commercial Services,11,25.4,90.7
liquid,6m,Department Stores,3,21.8,15.69
liquid,6m,Internet Software/Services,13,16.0,14.84
liquid,6m,Investment Banks/Brokers,6,14.07,21.36
liquid,6m,Pharmaceuticals: Major,34,13.98,31.05
liquid,6m,Industrial Machinery,8,6.83,14.18
liquid,6m,Precious Metals,8,6.08,15.13
liquid,6m,Investment Managers,5,-2.07,9.78
liquid,6m,Specialty Stores,10,-3.76,-2.41
liquid,6m,Aerospace & Defense,16,-7.58,-4.63
liquid,6m,Telecommunications Equipment,3,-9.86,7.93
liquid,6m,Engineering & Construction,9,-10.32,-11.5
liquid,6m,Apparel/Footwear Retail,5,-11.63,18.97
liquid,6m,Finance/Rental/Leasing,7,-11.83,-9.67
liquid,6m,Air Freight/Couriers,3,-11.87,-1.6
liquid,6m,Other Consumer Services,4,-15.01,-16.09
liquid,6m,Other Metals/Minerals,12,-17.88,-13.54
liquid,6m,Oilfield Services/Equipment,5,-18.53,-17.34
liquid,6m,Restaurants,9,-19.09,3.02
liquid,6m,Real Estate Development,3,-19.67,-14.95
liquid,6m,Electrical Products,16,-21.19,-14.08
liquid,6m,Integrated Oil,3,-22.1,-36.04
